Muni,Surname,Name,ID Number,Year,Age,Gender,Elderly,Disabled,Veteran,HasClaim,OldApplicant,Allocated,Valid,Score
GT485,Hill,Mpumelelo,8204124893412,2003,43,Female,0,0,1,0,0,1,1,1
GT423,Gwala,Siphesihle,3707181017313,2010,87,Female,1,0,1,0,0,1,1,2
EKU,Gumede,Lusanda,4912284899593,2002,75,Female,1,0,0,0,0,1,1,1
DC48,Buthelezi,Zintle,7002277685559,2019,55,Male,0,1,1,1,0,1,1,3
GT484,Walker,Shaun,2805275976653,1998,96,Male,1,1,1,1,1,0,1,5
DC48,Mdletshe,Leigh,9010127616668,2014,34,Male,0,0,1,1,0,1,1,2
GT481,Sithole,Nosipho,5705167889194,2010,67,Female,1,1,1,0,0,0,1,3
GT481,Mthembu,Jason,8010154520372,2000,44,Female,0,1,1,0,0,1,1,2
TSH,Sithole,Siphesihle,3412038366751,2017,90,Female,1,0,0,0,0,0,1,1
EKU,Maluleke,Khanyisile,3010011023693,1995,94,Female,1,0,0,0,1,0,1,2
GT484,Zwane,Themba,3601046050875,2013,89,Female,1,0,1,0,0,0,1,2
DC42,Taylor,Themba,8912041161008,2003,35,Female,0,0,0,0,0,0,1,0
GT422,Gwala,Sinethemba,6806111567574,2008,56,Male,0,1,1,1,0,0,1,3
TSH,Noqoli,Lusanda,9506063326515,2005,29,Female,0,0,0,1,0,0,1,1
GT485,White,Sinethemba,7112235915586,2012,53,Female,0,1,0,1,0,0,1,2
JHB,Ngqola,Chad,2705041722241,2007,97,Male,1,1,1,1,0,0,1,4
JHB,Noqoli,Sibongile,5304088845491,2002,72,Female,1,1,1,0,0,1,1,3
DC42,Maluleke,Nompumelelo,5001255707197,2003,75,Male,1,0,0,0,0,1,1,1
EKU,Mthembu,Thamsanqa,7209258114357,2012,52,Female,0,1,0,1,0,0,1,2
GT481,Mitchell,Nomsa,2906118120877,2002,95,Female,1,1,0,0,0,1,1,2
GT422,Nqini,Anathi,2811267005859,2017,96,Female,1,1,1,0,0,0,1,3
GT484,Gumede,Dean,508151825358,2013,68,Male,1,0,1,0,0,1,1,2
TSH,Dlamini,Nompumelelo,8010081422994,2001,44,Female,0,0,1,1,0,0,1,2
GT485,Adams,Thamsanqa,7209262458759,2018,52,Female,0,0,0,1,0,1,1,1
GT423,Nqini,Onwaba,9306039126834,1997,31,Female,0,1,1,0,1,0,1,3
GT485,Magwaza,Sibusisiwe,9805087807034,1997,26,Female,0,1,1,0,1,1,1,3
GT422,Zwane,Ayanda,5603287520297,2001,69,Female,1,0,1,0,0,1,1,2
GT484,Mpofu,Zintle,2603085228350,2010,99,Male,1,0,0,1,0,1,1,2
TSH,Buthelezi,Naledi,8205168278000,1995,42,Male,0,0,1,1,1,1,1,3
GT422,Ngidi,Mfundo,6106028568572,1998,63,Male,0,0,0,0,1,0,1,1
JHB,Zikhali,Siyabonga,8210119103924,2011,42,Male,0,0,0,0,0,1,1,0
JHB,Adams,Ayanda,3511175700486,2019,89,Male,1,1,0,1,0,1,1,3
JHB,Nkuna,Shannon,8304045823553,2005,42,Female,0,1,1,0,0,1,1,2
GT485,Gwala,Candice,5609133972955,2020,68,Male,1,1,0,0,0,0,1,2
EKU,Shabalala,Chad,3106222671624,2021,93,Male,1,1,0,1,0,0,1,3
GT484,Ndlovu,Jody,4204048168554,2002,83,Male,1,0,0,0,0,1,1,1
GT423,Mabaso,Jason,2703126997967,2000,98,Female,1,1,1,0,0,0,1,3
GT423,Mpofu,Kim,4605025314096,2011,78,Male,1,1,1,1,0,1,1,4
GT484,Maluleke,Naledi,9906131629242,2009,25,Female,0,0,0,1,0,0,1,1
DC48,Bongo,Lerato,5511193292805,2011,69,Male,1,0,0,1,0,0,1,2
GT423,Majozi,Anathi,3806234811400,2018,86,Male,1,0,1,0,0,1,0,2
GT423,Gqiba,Thulani,8701286634783,2008,38,Male,0,1,0,1,0,0,1,2
EKU,Stewart,Zanele,3102149641626,2013,94,Male,1,0,1,0,0,0,1,2
GT422,Murphy,Akhona,6604261490343,1995,58,Female,0,0,0,1,1,0,1,2
GT485,Brown,Phumeza,3909028759970,1998,85,Female,1,1,0,0,1,1,1,3
GT481,Taylor,Leigh,8308069379217,2016,41,Female,0,0,0,1,0,0,1,1
GT421,Ngqola,Darren,8701168991775,2019,38,Male,0,1,0,0,0,0,0,1
JHB,Motsweni,Zanele,4503252239226,2009,80,Female,1,0,1,1,0,0,0,3
JHB,Baloyi,Noluthando,6608135132405,2012,58,Male,0,1,0,1,0,1,1,2
GT421,Murphy,Thamsanqa,4010186046783,2002,84,Male,1,1,1,1,0,1,1,4
GT423,Bell,Lindiwe,2801262773848,2019,97,Male,1,0,0,1,0,1,1,2
GT481,Mokoena,Nqobile,7704059592920,2015,48,Male,0,0,1,0,0,0,1,1
DC42,Gqiba,Jason,8006015540711,2014,44,Female,0,0,0,1,0,1,1,1
EKU,Mdluli,Khanyisile,8204039882079,2010,43,Male,0,0,0,1,0,0,1,1
GT481,Majozi,Dean,2611129847561,2022,98,Male,1,0,1,0,0,1,1,2
GT423,Ngqola,Dean,3011207095233,2019,94,Female,1,1,1,1,0,1,1,4
TSH,Wright,Thandeka,3510127823867,2005,89,Male,1,1,0,1,0,0,1,3
GT421,Martin,Phumeza,5307239691080,2001,71,Female,1,1,0,0,0,0,1,2
GT484,Ndlovu,Gugulethu,2607039004868,2012,98,Male,1,1,1,1,0,1,1,4
TSH,Bell,Brandon,7902154065233,1997,46,Male,0,0,1,0,1,0,1,2
GT481,Majozi,Sipho,6802145886630,1998,57,Male,0,1,1,0,1,0,1,3
GT485,Mdletshe,Leigh,2603013287781,2014,99,Male,1,0,0,1,0,0,1,2
GT484,Stewart,Lauren,7001222577420,2013,55,Female,0,0,0,0,0,1,1,0
GT422,Mabuza,Bhekumuzi,3106263552303,2009,93,Female,1,0,0,0,0,0,1,1
GT421,Noqoli,Khanyisa,5906194304243,1996,65,Female,0,1,1,0,1,0,1,3
GT422,Gqirana,Siphesihle,6701175443412,2003,58,Male,0,1,0,1,0,1,1,2
GT485,Yaso,Litha,6109053812257,1998,63,Male,0,0,1,0,1,0,1,2
GT481,Ngqola,Tshepo,5302046125728,2012,72,Female,1,0,0,1,0,1,1,2
TSH,Mabuza,Anele,4312233453993,1999,81,Female,1,1,0,0,1,0,0,3
GT421,Mthethwa,Xolani,6107171150953,2010,63,Male,0,0,0,1,0,1,1,1
TSH,Martin,Zintle,9001075523270,2014,35,Male,0,0,0,1,0,1,0,1
EKU,Hill,Khanyisile,8304023321462,2016,42,Male,0,1,1,0,0,1,1,2
GT423,Wright,Zimasa,5808251836499,2003,66,Female,1,0,1,0,0,1,1,2
GT485,Mtimkulu,Ashley,4410231717608,2011,80,Male,1,0,0,0,0,0,1,1
DC42,Gwala,Zanele,5110213107132,2002,73,Female,1,0,1,1,0,0,1,3
GT421,Bongo,Shaun,4309102388642,1995,81,Female,1,0,0,0,1,0,1,2
JHB,Mabaso,Xolani,3111271523613,1997,93,Male,1,1,0,1,1,0,1,4
GT422,Feni,Naledi,5307271751405,2021,71,Male,1,1,0,1,0,1,1,3
TSH,Mokoena,Noluthando,3711247038986,2009,87,Male,1,1,1,1,0,1,1,4
JHB,Gqirana,Thandeka,5807132955282,2014,66,Male,1,0,0,0,0,0,1,1
EKU,Mfenyana,Lindiwe,6011225220477,2012,64,Female,0,1,0,0,0,0,1,1
GT484,Mahlangu,Lusanda,7211177652679,2011,52,Male,0,0,1,1,0,0,1,2
GT485,Mahlangu,Mfundo,9608256577163,2004,28,Male,0,0,1,0,0,1,1,1
GT484,Tshabalala,Tanya,4308071929915,2022,81,Male,1,1,0,1,0,1,1,3
GT421,Hill,Tanya,6011124192962,2021,64,Male,0,1,1,1,0,1,1,3
GT423,Mahlasela,Xolani,8412279889511,2010,40,Male,0,1,0,1,0,0,1,2
JHB,Adams,Ashley,3508011313502,2001,89,Male,1,1,0,0,0,0,1,2
GT481,Seboko,Thandeka,9011223874914,2013,34,Female,0,1,1,1,0,1,1,3
GT481,Mahlangu,Ashley,7207187971251,2010,52,Female,0,1,0,0,0,1,1,1
GT421,Ward,Nomonde,8112255841134,1995,43,Male,0,1,0,0,1,0,1,2
DC48,Mkhize,Mandla,3110118492498,2008,93,Male,1,0,0,0,0,0,0,1
GT484,Mabaso,Kevin,5008189271473,2020,74,Female,1,0,0,1,0,0,1,2
GT485,Khawula,Vuyiswa,4002123414291,1999,85,Female,1,1,0,1,1,1,1,4
DC42,Mdletshe,Siyabonga,2709025638807,2015,97,Female,1,0,1,1,0,1,1,3
GT485,Gumede,Anathi,6503181942973,1995,60,Female,0,1,0,0,1,1,1,2
EKU,Sithole,Mpumelelo,5210126545981,2006,72,Female,1,0,1,1,0,0,1,3
GT423,Gxowa,Kim,2704181205644,2020,97,Female,1,1,1,1,0,1,1,4
TSH,Mtimkulu,Stacy,7806025752168,2001,46,Female,0,0,1,0,0,1,1,1
GT485,Qwabe,Lindiwe,5312063600056,2002,71,Male,1,0,0,1,0,0,1,2
JHB,Ndlovu,Yamkela,7511068054889,2013,49,Female,0,0,0,0,0,1,0,0
GT484,Mthethwa,Lusanda,3410194040257,2013,90,Male,1,0,1,0,0,0,1,2
GT421,Bongo,Zanele,6010214037327,2004,64,Male,0,0,1,1,0,0,1,2
GT485,Qwabe,Candice,2712286756383,2012,97,Female,1,1,1,1,0,0,1,4
JHB,Hill,Vuyiswa,6209213780287,2001,62,Male,0,1,1,0,0,1,1,2
GT485,Qina,Gugu,9210063780937,2005,32,Female,0,0,1,1,0,0,1,2
DC48,Adams,Siyabonga,6005032494371,2014,64,Female,0,1,0,1,0,1,1,2
EKU,Taylor,Mandla,6105029042783,2015,63,Female,0,0,1,1,0,0,1,2
JHB,Smith,Noluthando,5712258983836,2003,67,Male,1,1,0,0,0,1,1,2
GT485,Clark,Phumeza,2701168936326,1995,98,Female,1,0,0,0,1,1,1,2
GT481,Mabuza,Sipho,5143339001,2021,70,Female,1,0,0,1,0,1,1,2
DC42,Maluleke,Bongi,7302258820733,2001,52,Female,0,0,0,1,0,0,0,1
EKU,Ngqola,Kagiso,9001103233234,2002,35,Female,0,0,0,0,0,1,1,0
TSH,Maluleke,Mandla,9301215106438,2018,32,Female,0,1,1,0,0,1,1,2
GT423,Khumalo,Mandla,304019510496,2008,91,Female,1,1,0,1,0,0,1,3
GT421,Gxowa,Thulani,8003061712663,2012,45,Female,0,0,1,0,0,1,1,1
TSH,Mokoena,Wayne,8009018468344,2011,44,Female,0,1,0,1,0,0,1,2
GT484,Qwabe,Siyabonga,5709103940357,2005,67,Male,1,1,0,0,0,0,1,2
GT421,Yaso,Vuyiswa,8809244107841,2017,36,Female,0,0,0,1,0,0,1,1
DC42,Scott,Phumzile,8005195840038,2019,44,Female,0,1,0,0,0,0,1,1
GT484,Khumalo,Leigh,9405022669119,2017,30,Male,0,0,1,0,0,0,1,1
DC42,Ngidi,Njabulo,8109108443472,2011,43,Male,0,0,0,0,0,1,1,0
GT422,Majozi,Ayabonga,4401174002427,2000,81,Male,1,0,0,1,0,0,1,2
GT422,Qina,Wayne,7407016002904,2003,50,Male,0,1,1,0,0,1,1,2
GT423,Hlongwane,Siyabonga,4912127880736,2000,75,Male,1,0,1,0,0,0,1,2
DC48,Ntuli,Buhle,4509025185679,2001,79,Female,1,0,1,1,0,1,1,3
GT485,Ndlovu,Xolani,6906189474324,2007,55,Female,0,1,0,1,0,1,1,2
TSH,Mdletshe,Jason,5708017577316,2020,67,Male,1,0,0,0,0,0,1,1
GT484,King,Zimasa,4007066123079,2003,84,Female,1,1,1,0,0,1,1,3
DC42,Mkhize,Yamkela,512268038451,2020,72,Female,1,0,1,1,0,1,1,3
JHB,Ntuli,Sello,7612125587396,2010,48,Male,0,1,0,1,0,1,1,2
GT485,King,Kyle,4002276631019,2012,85,Male,1,1,1,0,0,0,1,3
GT422,Jikeka,Anele,5510047592930,1995,69,Male,1,0,0,1,1,0,1,3
TSH,Khawula,Vuyolwethu,9308027295278,2020,31,Male,0,1,0,1,0,1,1,2
JHB,Ngqola,Sipho,4307125539812,2019,81,Female,1,1,1,0,0,1,1,3
DC48,Ndlovu,Nomsa,4805087491498,1997,76,Female,1,0,0,1,1,1,1,3
DC42,Khawula,Shaun,3305114556128,2018,91,Male,1,1,1,1,0,1,1,4
GT485,Ndlovu,Leigh,7101094547578,1999,54,Male,0,1,1,1,1,0,1,4
GT485,Ndlovu,Kim,3005056286788,2001,94,Female,1,0,0,0,0,0,1,1
GT481,Nqini,Stacy,7207063970362,2014,52,Male,0,0,0,1,0,1,1,1
GT484,Gqirana,Litha,4303137947297,2013,82,Female,1,0,1,1,0,1,1,3
GT481,Khumalo,Mfundo,8202106161245,2000,43,Female,0,0,1,0,0,1,1,1
JHB,Ndlovu,Kevin,7504164315069,2005,49,Male,0,1,0,1,0,0,1,2
GT422,Jones,Ayabonga,9604074953014,1996,29,Female,0,1,1,0,1,1,1,3
DC48,King,Bongi,3612092938275,2018,88,Female,1,1,0,0,0,1,1,2
GT481,Mbatha,Jody,7801289660126,2018,47,Female,0,0,1,0,0,1,1,1
GT423,Zulu,Nokuthula,8503157994584,2009,40,Male,0,0,1,1,0,1,1,2
GT423,Mbatha,Naledi,9803061931238,2019,27,Female,0,1,1,0,0,1,1,2
JHB,Zulu,Litha,4305073844365,2022,81,Female,1,1,1,1,0,1,1,4
GT422,Tshabalala,Sibusiso,5706072730051,2011,67,Male,1,0,1,0,0,1,1,2
TSH,Gwala,Yamkela,3509051228176,2001,89,Female,1,0,0,0,0,0,1,1
GT421,Stewart,Stacy,9210011041378,2017,32,Male,0,0,0,1,0,1,1,1
DC42,Scott,Ayanda,2807117096930,2011,96,Male,1,1,1,1,0,0,1,4
GT421,Adams,Nokuthula,6811211265008,2006,56,Male,0,1,0,0,0,1,1,1
GT423,Young,Nomvula,3103143580922,2008,94,Male,1,0,0,0,0,0,1,1
GT421,Mitchell,Luyolo,8109124067412,2002,43,Female,0,1,1,1,0,0,1,3
DC42,Baloyi,Gugu,7404222808235,2002,50,Male,0,1,1,0,0,1,1,2
GT485,Green,Lindiwe,5611106101170,2007,68,Female,1,0,1,1,0,1,1,3
TSH,Ngidi,Nomonde,7001221713491,2008,55,Male,0,1,0,1,0,0,1,2
GT423,Walker,Nomonde,8103093272417,2008,44,Male,0,1,0,0,0,0,1,1
GT484,Mthethwa,Thulani,4509014228433,2007,79,Male,1,1,0,1,0,1,1,3
EKU,Mkhize,Njabulo,7209045408474,2005,52,Female,0,1,1,1,0,0,1,3
GT422,Ndaba,Nomsa,7603032599007,1998,49,Female,0,1,0,0,1,0,1,2
GT481,Brown,Sibusiso,9105077052377,2014,33,Female,0,0,0,0,0,0,1,0
GT421,Khoza,Thulani,4603142321312,1995,79,Male,1,0,1,0,1,0,1,3
DC42,Scott,Phumzile,6002233261727,2016,65,Female,0,0,1,0,0,0,1,1
GT422,Ngubane,Litha,4503117677348,2012,80,Male,1,0,0,0,0,1,1,1
GT423,Mabaso,Lusanda,8902071561866,2007,36,Male,0,1,1,0,0,1,1,2
GT485,Dlamini,Sipho,7607124250176,2015,48,Male,0,0,1,0,0,0,1,1
GT481,Gwala,Jason,6504182075305,2008,59,Male,0,1,0,0,0,0,1,1
GT481,Smith,Ashley,9205241832239,2008,32,Male,0,0,1,0,0,1,1,1
DC42,Gqirana,Sibusisiwe,4911164423205,2018,75,Male,1,0,0,1,0,1,1,2
TSH,Khumalo,Nompumelelo,6612084664108,2007,58,Male,0,0,0,1,0,0,1,1
GT484,Scott,Themba,3802229463117,2011,87,Female,1,0,1,1,0,1,1,3
GT484,Khumalo,Themba,3105274412630,2002,93,Female,1,1,0,0,0,0,1,2
JHB,Baloyi,Sipho,7705268606535,2006,47,Male,0,0,1,0,0,1,1,1
TSH,Khoza,Leigh,503018353652,2015,72,Male,1,1,1,0,0,0,1,3
TSH,White,Njabulo,8108283092624,2019,43,Male,0,1,1,0,0,0,1,2
GT423,Qwabe,Dean,9603035480285,2000,29,Female,0,0,1,1,0,1,0,2
DC48,Baloyi,Candice,6106236669369,2004,63,Female,0,0,0,0,0,0,1,0
GT485,Gumede,Vuyiswa,3310272162967,2016,91,Male,1,1,0,0,0,0,0,2
GT485,Brown,Onwaba,7807058911569,2015,46,Male,0,0,0,0,0,0,1,0
GT423,Maluleke,Zanele,5805053616671,2012,66,Male,1,1,1,0,0,1,1,3
EKU,Gwala,Thandeka,4404062055926,2004,81,Male,1,0,1,0,0,0,1,2
GT422,Ngubane,Nompumelelo,4005262431781,1998,84,Male,1,0,1,0,1,0,1,3
GT423,Mkhize,Chad,3008252673718,2010,94,Female,1,1,1,0,0,0,1,3
GT422,Khumalo,Leigh,8202141921151,2014,43,Male,0,1,1,1,0,0,1,3
TSH,Mphahlele,Yamkela,7301139177046,2011,52,Female,0,0,1,0,0,1,1,1
JHB,Khoza,Kagiso,3805018597389,2017,86,Female,1,1,0,1,0,0,1,3
GT485,Mbenenge,Shaun,3603141380647,2017,89,Male,1,1,0,0,0,1,1,2
GT484,Jikeka,Kagiso,4002198060822,2011,85,Male,1,0,0,1,0,0,1,2
GT485,Khoza,Nompumelelo,7902118752706,1996,46,Male,0,1,0,1,1,0,1,3
GT423,Khumalo,Leigh,6912043800635,2022,55,Male,0,1,0,1,0,0,1,2
GT485,Nkuna,Noluthando,3812163429231,2018,86,Male,1,1,0,1,0,1,1,3
EKU,Khoza,Shannon,5003029272254,2020,75,Male,1,1,1,1,0,1,1,4
GT421,Mtimkulu,Gugu,7611219327379,2001,48,Female,0,0,1,1,0,1,1,2
GT422,Brown,Yamkela,9211021312127,2017,32,Female,0,1,1,0,0,1,1,2
GT485,Mabaso,Xolani,8809026523404,2010,36,Female,0,1,1,1,0,0,0,3
TSH,Zikhali,Nomvula,9210287572239,2018,32,Male,0,1,1,0,0,0,1,2
DC42,Noqoli,Lusanda,9507215623508,2007,29,Male,0,1,0,0,0,1,0,1
TSH,Bell,Siphesihle,9510169917384,2014,29,Male,0,1,0,1,0,1,1,2
GT421,Buthelezi,Nokuthula,8042022886,2013,41,Female,0,1,0,0,0,0,0,1
GT481,Zikhali,Themba,403213504296,2021,82,Male,1,1,0,0,0,0,1,2
EKU,Khoza,Njabulo,3511199002235,2016,89,Female,1,0,1,1,0,0,1,3
TSH,Ncobo,Nomsa,5801047404833,1997,67,Female,1,1,1,1,1,0,1,5
GT485,Taylor,Anele,308151605444,2008,88,Female,1,0,0,0,0,0,1,1
GT485,Mpofu,Nomvula,5509289050578,2002,69,Female,1,1,1,0,0,0,1,3
GT423,Mtimkulu,Kagiso,9503127447069,2017,30,Female,0,1,1,0,0,1,1,2
GT423,Ngubane,Khanyisile,6510046157496,2011,59,Female,0,0,1,1,0,1,1,2
GT481,Khumalo,Njabulo,3208143922145,2021,92,Male,1,0,0,1,0,0,1,2
DC48,Feni,Nokuthula,2902164279237,2021,96,Female,1,1,1,0,0,0,1,3
EKU,Khumalo,Zimasa,4811026762469,2022,76,Male,1,0,1,0,0,1,1,2
GT422,Mthembu,Nomonde,8907079778879,2022,35,Male,0,1,1,1,0,0,1,3
DC48,Jones,Yamkela,9408273665590,2010,30,Female,0,1,0,1,0,1,1,2
GT484,Bell,Xolani,5307088269780,2020,71,Male,1,1,1,1,0,1,1,4
GT422,Mbenenge,Jason,6202218571763,1998,63,Female,0,1,1,1,1,1,0,4
GT481,Ntuli,Anele,7909209628036,2021,45,Female,0,0,1,1,0,1,1,2
TSH,Nkuna,Yamkela,8801016266259,2007,37,Male,0,0,1,0,0,0,1,1
GT485,Nkuna,Stacy,4610011726898,2006,78,Male,1,0,1,0,0,1,1,2
GT485,Ndlovu,Thabo,8306151353639,1997,41,Male,0,0,1,0,1,0,1,2
DC48,Majozi,Sipho,3012104641696,2001,94,Male,1,0,1,0,0,0,1,2
TSH,Ngqola,Zanele,4405178951628,1996,80,Male,1,1,0,1,1,1,1,4
JHB,Qwabe,Buhle,7105266975311,2001,53,Male,0,1,0,1,0,1,1,2
DC48,Wright,Onwaba,4610252707296,2001,78,Female,1,0,1,0,0,0,1,2
GT484,Ndlovu,Lauren,3611091349181,2013,88,Male,1,1,0,0,0,0,1,2
DC48,Stewart,Sinethemba,5511202070112,1998,69,Male,1,1,1,0,1,0,1,4
GT481,Mthembu,Mpumelelo,4002176438725,2006,85,Female,1,1,0,0,0,1,1,2
GT421,Motsweni,Ayanda,8001236703787,2004,45,Male,0,0,0,0,0,1,1,0
GT421,Ngqola,Stacy,6908125363704,2006,55,Male,0,0,0,1,0,0,0,1
EKU,Zulu,Jason,9208227365395,2006,32,Female,0,0,0,1,0,1,1,1
DC42,Ncobo,Zimasa,9203142195581,2018,33,Male,0,0,0,0,0,1,1,0
TSH,Buthelezi,Ashley,5109121994450,1997,73,Male,1,0,1,0,1,1,1,3
GT485,Mphahlele,Kagiso,5806085004292,2006,66,Male,1,0,0,0,0,0,1,1
GT485,Gxowa,Mandla,5707131889606,2012,67,Male,1,0,0,0,0,1,1,1
GT481,Wright,Gugulethu,7002187857061,2002,55,Female,0,0,0,1,0,0,1,1
GT484,Ngidi,Nqobile,9802184103745,2003,27,Male,0,1,1,1,0,0,1,3
DC42,Mdletshe,Gugulethu,7510074277705,2021,49,Male,0,0,0,0,0,0,1,0
DC48,Mthethwa,Ashley,6704057176534,2002,58,Female,0,1,0,1,0,0,1,2
GT423,Gwala,Yamkela,9212151633240,1996,32,Female,0,0,1,0,1,1,1,2
GT423,Zulu,Sipho,7204073635744,2009,53,Female,0,0,0,1,0,0,1,1
GT484,Mthimkulu,Ayanda,3603282445609,2015,89,Male,1,0,1,1,0,0,1,3
GT481,Mabuza,Phumzile,8511227801954,2013,39,Male,0,0,0,0,0,1,1,0
GT422,Mitchell,Jody,7812146688961,2012,46,Male,0,1,1,1,0,1,1,3
GT481,Taylor,Zintle,8312207593467,2022,41,Male,0,1,0,0,0,0,1,1
DC42,Ward,Nqobile,8309107990606,2021,41,Male,0,0,1,0,0,1,0,1
GT423,Gwala,Sibongile,5106062504759,2013,73,Male,1,1,0,0,0,0,1,2
GT422,Brown,Kevin,3701045286445,2008,88,Male,1,1,1,1,0,0,1,4
DC42,Mkhize,Nqobile,4702221543314,2007,78,Female,1,1,1,1,0,1,1,4
DC42,White,Sibusiso,4802085511277,2020,77,Male,1,0,1,0,0,0,1,2
EKU,Mdletshe,Lindiwe,8709128260801,2012,37,Female,0,0,0,1,0,1,1,1
DC48,King,Thandeka,8707026342143,2004,37,Male,0,1,1,1,0,0,1,3
EKU,Mthembu,Nqobile,6911283850843,2014,55,Female,0,0,0,1,0,0,1,1
GT485,Ndlovu,Kyle,7901187800899,1995,46,Female,0,0,0,0,1,1,1,1
TSH,Ntuli,Gugu,4107058198609,2014,83,Female,1,0,0,1,0,0,1,2
GT481,Walker,Litha,9705221224036,1995,27,Female,0,0,0,0,1,0,1,1
GT481,Shabalala,Vuyiswa,7211137541383,2018,52,Female,0,0,0,1,0,0,1,1
JHB,Mdluli,Thulani,5812247919964,1999,66,Female,1,1,1,0,1,1,1,4
DC48,Seboko,Mandla,5007058663313,2001,74,Female,1,1,1,0,0,1,1,3
GT423,Walker,Noluthando,7506204980305,2004,49,Female,0,0,1,1,0,0,1,2
GT421,Mphahlele,Vuyiswa,8312241950860,2016,41,Male,0,0,0,1,0,0,1,1
GT485,Mabuza,Lauren,4205173963535,2014,82,Female,1,1,1,0,0,0,1,3
GT422,Shabalala,Tshepo,5108198436043,2002,73,Female,1,0,1,0,0,0,1,2
GT421,Ncobo,Naledi,4211222659926,2004,82,Female,1,0,0,0,0,1,1,1
EKU,Maluleke,Ayabonga,5211052367011,1999,72,Female,1,0,0,1,1,0,1,3
GT423,Nkuna,Sipho,5302101694902,2021,72,Female,1,0,0,0,0,1,1,1
GT485,Motsweni,Ayanda,7703231014156,2016,48,Female,0,1,0,1,0,1,1,2
GT485,Mahlasela,Nqobile,6211012337684,2000,62,Male,0,1,0,0,0,1,1,1
GT485,Mtimkulu,Zanele,7207177509666,2010,52,Male,0,1,0,1,0,1,1,2
GT422,Stewart,Zanele,2712259074525,1998,97,Male,1,0,0,0,1,1,1,2
GT423,Buthelezi,Bongi,2701253652396,2014,98,Female,1,0,0,1,0,0,1,2
